,zmage,izenačenja,porazi
0,436,38,526
1,515,177,308
2,550,205,245
3,589,138,273
4,612,192,196
5,551,227,222
6,683,175,142
7,672,204,124
8,638,234,128
9,747,158,95
10,759,159,82
11,727,175,98
12,739,176,85
13,776,164,60
14,841,125,34
15,739,187,74
16,740,176,84
17,746,197,57
18,755,207,38
19,762,199,39
20,812,154,34
